graph_order,acronym,name_x,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh
1416,LRtMC,"lateral reticular nucleus, magnocellular part","lateral reticular nucleus, magnocellular part",LRtMC,DHBA:12635,#5D6CB2,1675,128,0,0,1,1,1
1417,LRtPC,"lateral reticular nucleus, parvicellular part","lateral reticular nucleus, parvicellular part",LRtPC,DHBA:12636,#5D6CB2,1676,60,180,75,1,1,1
1418,LRtS5,"lateral reticular nucleus, subtrigeminal part","lateral reticular nucleus, subtrigeminal part",LRtS5,DHBA:12637,#5D6CB2,1677,255,215,180,1,1,1
1419,LiMo,linear nucleus of the medulla,linear nucleus of hindbrain,Li,DHBA:266441717,#5D6CB2,1678,0,130,200,1,1,1
1420,PCRt,parvicellular reticular nucleus,parvicellular reticular nucleus,PCRt,DHBA:12618,#AFB6D6,1679,255,215,180,1,1,1
1421,PCRtA,alpha division of parvicellular reticular nucleus,alpha division of parvicellular reticular nucleus,PCRtA,DHBA:12619,#AFB6D6,1680,70,240,240,1,1,1
1422,PrBo,pre-Botzinger complex,pre-Botzinger complex,PrBo,DHBA:12659,#727CB6,1681,170,110,40,1,1,1
1423,RAmb,retroambiguus nucleus,retroambiguous nucleus,RAmb,DHBA:12660,#727CB6,1682,60,180,75,1,1,1
1424,Bo,B̦tzinger complex,Botzinger complex,Bo,DHBA:12646,#727CB6,1683,0,128,128,1,1,1
1425,NA1,A1 noradrenaline cell group,,,DHBA:AA30460,,1684,255,215,180,1,1,1
1426,MoRa,raphe nuclei in medulla oblongata,raphe nuclei in medulla oblongata,MoRa,DHBA:12641,#838BC1,462,45,55,248,1,1,1
1427,RMg,raphe magnus nucleus,raphe magnus nucleus,RMg,DHBA:12642,#727CB6,1685,245,130,48,1,1,1
1428,ROb,raphe obscurus nucleus,raphe obscurus nucleus,ROb,DHBA:12643,#727CB6,1686,240,50,230,1,1,1
1429,RPa,raphe pallidus nucleus,raphe pallidus nucleus,RPa,DHBA:12644,#727CB6,1687,128,128,0,1,1,1
1430,NPRa,nucleus pararaphales,nucleus pararaphales,NPRa,DHBA:146034978,#727CB6,1688,220,190,255,1,1,1
1431,PMn,paramedian reticular nucleus,paramedian reticular nucleus,PMn,DHBA:12496,#517DBE,1689,240,50,230,1,1,1
1432,MoX,uncharted (diffuse) region in medulla oblongata,,,DHBA:AA30461,,1690,255,225,25,1,1,1
1433,HBDe,developing transient structures of hindbrain,,,DHBA:AA30462,,1691,245,130,48,1,1,1
1434,CBDe,developing transient structures of cerebellum,,,DHBA:AA30463,,1692,245,130,48,1,1,1
1435,RhIS,rhombencephalic isthmus (isthmus organizer),rhombencephalic isthmus,RhIS,DHBA:12665,#8C7373,1693,240,50,230,1,1,1
1436,CbP,early cerebellar plate,cerebellar plate,CbP,DHBA:12698,#A78D8D,1694,60,180,75,1,1,1
1437,CbPmz,marginal (subpial stream) zone of cerebellar plate,marginal (subpial stream) zone of cerebellar plate,MZCbP,DHBA:12701,#AF9493,1695,245,130,48,1,1,1
1438,CbPiz,intermediate (mantle) zone of cerebellar plate,intermediate (mantle) zone of cerebellar plate,IZCbP,DHBA:12700,#9C8383,1696,170,255,195,1,1,1
1439,NTZ,nuclear transitory zone of cerebellar plate,nuclear transitory zone of cerebellar plate,NTZ,DHBA:12981,#9C8383,1697,0,0,128,1,1,1
1440,CTZ,cortical transitory zone of cerebellar plate,cortical transitory zone of cerebellar plate,CTZ,DHBA:12982,#9C8383,1698,0,0,128,1,1,1
1441,CbPvz,ventricular (neuroepithelial) zone of cerebellar plate,ventricular (neuroepithelial) zone of cerebellar plate,VZCbP,DHBA:12699,#775F5F,1699,128,0,0,1,1,1
1442,CBCx,late cerebellar cortex,,,DHBA:AA30464,,1700,170,255,195,1,1,1
1443,CBeg,external granular (germinal) zone of cerebellum,,,DHBA:AA30465,,1701,255,215,180,1,1,1
1444,CBmz,marginal zone of cerebellum,marginal zone of cerebellum,MZCB,DHBA:12695,#CDBABA,1702,245,130,48,1,1,1
1445,CBpj,Purkinje cell zone of cerebellum,,,DHBA:AA30466,,1703,128,128,128,1,1,1
1446,CBig,inner granular cell zone of cerebellum,,,DHBA:AA30467,,1704,145,30,180,1,1,1
1447,CBigs,superficial (cell dense) portion of CBig,,,DHBA:AA30468,,1705,0,130,200,1,1,1
1448,CBigd,deep (cell loose) portion of CBig,,,DHBA:AA30469,,1706,0,130,200,1,1,1
1449,CBvz,ventricular (germinal) zone of cerebellum,ventricular (matrix) zone of cerebellum,VZCB,DHBA:12679,#775F5F,1707,245,130,48,1,1,1
1450,RL,rhombic lip,rhombic lip,RhL,DHBA:10664,#A78D8D,1708,128,0,0,1,1,1
1451,URL,upper (rostral) rhombic lip,upper (rostral) rhombic lip,URL,DHBA:10665,#A78D8D,1709,170,255,195,1,1,1
1452,LRL,lower (caudal) rhombic lip,lower (caudal) rhombic lip,LRL,DHBA:10666,#A78D8D,1710,170,255,195,1,1,1
1453,TPC,transient Purkinje cell clusters,transient Purkinje cell clusters,TPk,DHBA:12707,#81696B,1711,70,240,240,1,1,1
1454,PkA,cluster A of Purkinje cells,cluster A of Purkinje cells,PkA,DHBA:12708,#81696B,1712,128,0,0,1,1,1
1455,PkB,cluster B of Purkinje cells,cluster B of Purkinje cells,PkB,DHBA:12709,#81696B,1713,128,128,0,1,1,1
1456,PkC,cluster C of Purkinje cells,cluster C of Purkinje cells,PkC,DHBA:12710,#81696B,1714,220,190,255,1,1,1
1457,PkD,cluster D of Purkinje cells,cluster D of Purkinje cells,PkD,DHBA:12711,#81696B,1715,170,110,40,1,1,1
1458,PkE,cluster E of Purkinje cells,cluster E of Purkinje cells,PkE,DHBA:12712,#81696B,1716,170,255,195,1,1,1
1459,PkF,cluster F of Purkinje cells,cluster F of Purkinje cells,PkF,DHBA:12713,#81696B,1717,220,190,255,1,1,1
1460,PkG,cluster G of Purkinje cells,cluster G of Purkinje cells,PkG,DHBA:12714,#81696B,1718,70,240,240,1,1,1
1461,PkH,cluster H of Purkinje cells,cluster H of Purkinje cells,PkH,DHBA:12715,#81696B,1719,128,0,0,1,1,1
1462,TGCbN,transient glia cell group of cerebellar deep nucleus,transient glia cell group of cerebellar deep nucleus,TGCbN,DHBA:13378,#E3D6D7,1720,245,130,48,1,1,1
1463,LBSDe,developing transient structures of lower brainstem (pons and medulla),,,DHBA:AA30470,,1721,170,110,40,1,1,1
1464,HNM,early neuromeres,hindbrain neuromeres,HNM,DHBA:12664,#A78D8D,1722,170,255,195,1,1,1
1465,RhA,rhombomere A,rhombomere A,RhA,DHBA:12666,#8C7373,1723,60,180,75,1,1,1
1466,Rh1,rhombomere 1,rhombomere 1,Rh1,DHBA:12667,#8C7373,1724,0,0,128,1,1,1
1467,Rh2,rhombomere 2,rhombomere 2,Rh2,DHBA:12668,#8C7373,1725,170,255,195,1,1,1
1468,Rh3,rhombomere 3,rhombomere 3,Rh3,DHBA:12669,#8C7373,1726,145,30,180,1,1,1
1469,RhB,rhombomere B,rhombomere B,RhB,DHBA:12670,#8C7373,1727,0,128,128,1,1,1
1470,Rh4,rhombomere 4,rhombomere 4,Rh4,DHBA:12671,#8C7373,1728,255,250,200,1,1,1
1471,RhC,rhombomere C,rhombomere C,RhC,DHBA:12672,#8C7373,1729,240,50,230,1,1,1
1472,Rh5,rhombomere 5,rhombomere 5,Rh5,DHBA:12673,#8C7373,1730,170,110,40,1,1,1
1473,Rh6,rhombomere 6,rhombomere 6,Rh6,DHBA:12674,#8C7373,1731,128,0,0,1,1,1
1474,Rh7,rhombomere 7,rhombomere 7,Rh7,DHBA:12675,#8C7373,1732,0,0,128,1,1,1
1475,RhD,rhombomere D,rhombomere D,RhD,DHBA:12676,#8C7373,1733,60,180,75,1,1,1
1476,Rh8,rhombomere 8,rhombomere 8,Rh8,DHBA:12677,#8C7373,1734,240,50,230,1,1,1
1477,TCC,transient cell columns in pons,transient cell columns in pons,TCC,DHBA:10667,#A78D8D,1735,255,215,180,1,1,1
1478,MCCP,medial cell column of pons,medial cell column of pons,MCCP,DHBA:12704,#8C7373,1736,220,190,255,1,1,1
1479,ICCP,intermediate cell column of pons,intermediate cell column of pons,ICCP,DHBA:12705,#8C7373,1737,0,130,200,1,1,1
1480,LCCP,lateral cell column of pons,lateral cell column of pons,LCCP,DHBA:12706,#8C7373,1738,220,190,255,1,1,1
1481,MSLBS,migratory streams in lower brainstem,,,DHBA:AA30471,,1739,128,0,0,1,1,1
1482,REMS,rostral (anterior) extramural migratory stream,rostral (anterior) extramural migratory stream,REMS,DHBA:12723,#775F5F,1740,245,130,48,1,1,1
1483,CEMS,caudal (posterior) extramural migratory stream,caudal (posterior) extramural migratory stream,CEMS,DHBA:12724,#775F5F,1741,128,0,0,1,1,1
1484,ImMS,intramural migratory stream,intramural migratory stream,ImMS,DHBA:12725,#775F5F,1742,70,240,240,1,1,1
1485,TLLBS,transient layers of lower brainstem,,,DHBA:AA30472,,1743,70,240,240,1,1,1
1486,MZH,marginal zone of lower brainstem,marginal zone of hindbrain,MZH,DHBA:12694,#CDBABA,1744,255,215,180,1,1,1
1487,IZH,intermediate (mantle) zone of lower brainstem,intermediate (mantle) zone of hindbrain,IZH,DHBA:12682,#937B7C,1745,220,190,255,1,1,1
1488,IZHal,alar plate of intermediate zone of lower brainstem,alar plate of intermediate zone of hindbrain,IZHal,DHBA:12684,#937B7C,1746,170,110,40,1,1,1
1489,IZHba,basal plate of intermediate zone of lower brainstem,basal plate of intermediate zone of hindbrain,IZHba,DHBA:12689,#8C7373,1747,255,250,200,1,1,1
1490,IZHfl,floor plate of intermediate zone oflower brainstem,floor plate of intermediate zone of hindbrain,IZHfl,DHBA:12693,#A78D8D,1748,250,190,212,1,1,1
1491,IZHro,roof plate of intermediate zone of lower brainstem,roof plate of intermediate zone of hindbrain,IZHro,DHBA:12683,#937B7C,1749,220,190,255,1,1,1
1492,VZH,ventricular (matrix) zone of lower brainstem,ventricular (matrix) zone in hindbrain,VZH,DHBA:12678,#775F5F,1750,128,0,0,1,1,1
1493,PnbB,pontobulbar body,pontobulbar body,PnbB,DHBA:12726,#81696B,1751,240,50,230,1,1,1
1494,RhGv,rhombic grooves,rhombic grooves,RhGv,DHBA:12727,#EAE1E2,1752,60,180,75,1,1,1
1495,BV,ventricles of the brain,basoventral nucleus,BV,DHBA:266441451,#9CCC66,1753,70,240,240,1,1,1
1496,FV,ventricles of forebrain,ventricles of forebrain,FV,DHBA:10595,#231F20,256,229,128,186,1,1,1
1497,LV,lateral ventricles,lateral ventricles,LV,DHBA:10596,#231F20,257,71,0,134,1,1,1
1498,LVSe,segmentation of lateral ventricles,,,DHBA:AA30473,,1754,255,250,200,1,1,1
1499,LVr,rostral horn of lateral ventricles,anterior horn of lateral ventricle,aLV,DHBA:10597,#231F20,258,230,25,75,1,1,1
1500,LVb,body of lateral ventricles,body of lateral ventricle,bLV,DHBA:10598,#231F20,259,230,25,75,1,1,1
1501,LVx,atrium of lateral ventricles,atrium of lateral ventricle,xLV,DHBA:266441657,#231F20,260,210,245,60,1,1,1
1502,LVc,caudal horn of lateral ventricles,posterior horn of lateral ventricle,pLV,DHBA:10599,#231F20,261,220,190,255,1,1,1
1503,LVi,inferior horn of lateral ventricles,inferior horn of lateral ventricle,iLV,DHBA:10600,#231F20,262,170,110,40,1,1,1
1504,LVRe,related structures of lateral ventricles,,,DHBA:AA30474,,1755,245,130,48,1,1,1
1505,ChoLV,choroid plexus in lateral ventricles,choroid plexus of lateral ventricle,ChoLV,DHBA:10601,#872601,1756,128,128,128,1,1,1
1506,ChoF,choroid fissure of lateral ventricles,choroid fissure,ChoF,DHBA:12094,#6D6E70,1757,0,130,200,1,1,1
1507,CalA,calcar avis,calcar avis,CalA,DHBA:12095,#6D6E70,1758,0,0,128,1,1,1
1508,ColE,collateral eminence,collateral eminence,ColE,DHBA:12096,#6D6E70,1759,128,128,128,1,1,1
1509,ColT,collateral trigone,collateral trigone,ColT,DHBA:12097,#6D6E70,1760,245,130,48,1,1,1
1510,Olre,olfactory recess (ventricle) and ependyma,,,DHBA:AA30475,,1761,128,128,0,1,1,1
1511,3V,third ventricle,third ventricle,3V,DHBA:10602,#231F20,264,213,28,101,1,1,1
1512,3VSe,segmentation of third ventricle,,,DHBA:AA30476,,1762,250,190,212,1,1,1
1513,mj3V,major part of third ventricle,,,DHBA:AA30477,,1763,70,240,240,1,1,1
1514,ifr3V,infundubular recess of 3V,infundubular recess of 3V,ifr3V,DHBA:10603,#231F20,265,155,94,26,1,1,1
1515,por3V,preoptic recess of 3V,preoptic recess of 3V,por3V,DHBA:10604,#231F20,266,63,83,174,1,1,1
1516,pir3V,pineal recess of 3V,pineal recess of 3V,pir3V,DHBA:266441661,#231F20,267,154,247,34,1,1,1
1517,spr3V,suprapineal recess of 3V,suprapineal recess of 3V,spr3V,DHBA:10605,#231F20,268,142,103,60,1,1,1
1518,mmr3V,mammillary recess of 3V,mammillary recess of 3V,mmr3V,DHBA:12100,#231F20,269,77,110,52,1,1,1
1519,3VRe,related structures of third ventricle,,,DHBA:AA30478,,1764,170,255,195,1,1,1
1520,Cho3V,choroid plexus in third ventricle,choroid plexus of 3V,Cho3V,DHBA:10606,#872601,1765,230,25,75,1,1,1
1521,hyths,hypothalamic sulcus,hypothalamic sulcus,hyths,DHBA:10607,#6D6E70,328,70,237,62,1,1,1
1522,IVF,interventricular foramen,interventricular foramen,IVF,DHBA:10608,#231F20,270,182,44,33,1,1,1
1523,MV,ventricle of midbrain,ventricle of midbrain,MV,DHBA:10651,#231F20,381,100,180,137,1,1,1
1524,Aq,cerebral aqueduct,cerebral aqueduct,Aq,DHBA:12369,#231F20,382,35,254,134,1,1,1
1525,HV,ventricles of hindbrain,ventricles of hindbrain,HV,DHBA:10669,#231F20,481,199,74,4,1,1,1
1526,4V,fourth ventricle,fourth ventricle,4V,DHBA:12805,#231F20,482,253,40,125,1,1,1
1527,4VSe,segmentation of fourth ventricle,,,DHBA:AA30479,,1766,170,110,40,1,1,1
1528,4Vro,roof of fourth ventricle,roof of fourth ventricle,4Vro,DHBA:12806,#231F20,1767,170,110,40,1,1,1
1529,lr4V,lateral recess of fourth ventricle,lateral recess of fourth ventricle,lr4V,DHBA:12810,#231F20,1768,0,130,200,1,1,1
1530,4Vfl,floor of fourth ventricle (rhomboid fossa),floor of fourth ventricle (rhomboid fossa),4Vfl,DHBA:12813,#231F20,1769,210,245,60,1,1,1
1531,4VRe,related structures of fourth ventricle,,,DHBA:AA30480,,1770,0,130,200,1,1,1
1532,Cho4V,choroid plexus in fourth ventricle,choroid plexus of the fourth ventricle,Cho4V,DHBA:12808,#872601,1771,220,190,255,1,1,1
1533,ChoF4,choroid fissure of fourth ventricle,,,DHBA:AA30481,,1772,60,180,75,1,1,1
1534,cec,central canal of medulla oblongata,central canal of medulla oblongata,cec,DHBA:12826,#231F20,483,3,237,189,1,1,1
1535,wm,white matter of brain,,,DHBA:AA30482,,1773,210,245,60,1,1,1
1536,wmco,commissural (crossed) white matter bundles,,,DHBA:AA30483,,1774,0,130,200,1,1,1
1537,ac,anterior commissure,anterior commissure,ac,DHBA:10559,#F2F1F0,222,107,154,17,1,1,1
1538,acr,rostral branch of anterior commissure,,,DHBA:AA30484,,1775,70,240,240,1,1,1
1539,acc,caudal branch of anterior commissure,,,DHBA:AA30485,,1776,128,128,128,1,1,1
1540,cbc,cerebellar commissure,,,DHBA:AA30486,,1777,250,190,212,1,1,1
1541,cc,corpus callosum,corpus callosum,cc,DHBA:10561,#F2F1F0,223,128,161,76,1,1,1
1542,ccr,rostrum of corpus callosum,rostrum of corpus callosum,ccr,DHBA:10562,#F2F1F0,1778,128,0,0,1,1,1
1543,ccg,genu of corpus callosum,genu of corpus callosum,ccg,DHBA:10563,#F2F1F0,1779,0,128,128,1,1,1
1544,ccg-mi,forceps minor/frontalis,forceps minor (frontalis),ccg-mi,DHBA:12024,#F2F1F0,1780,128,128,0,1,1,1
1545,ccb,body of corpus callosum,body of corpus callosum,ccb,DHBA:10564,#F2F1F0,1781,245,130,48,1,1,1
1546,ccbr,"body of corpus callosum, rostral portion","body of cc, rostral portion",ccbr,DHBA:266441567,#F2F1F0,1782,128,128,128,1,1,1
1547,ccbi,"body of corpus callosum, intermediate portion","body of cc, intermediate portion",ccbi,DHBA:266441571,#F2F1F0,1783,170,255,195,1,1,1
1548,ccbc,"body of corpus callosum, caudal portion ","body of cc, caudal portion ",ccbc,DHBA:266441575,#F2F1F0,1784,210,245,60,1,1,1
1549,ccs,splenium of corpus callosum,splenium of corpus callosum,ccs,DHBA:10565,#F2F1F0,1785,0,0,128,1,1,1
1550,ccs-ma,forceps major/occipitalis,forceps major (occipitalis),ccs-ma,DHBA:12025,#F2F1F0,1786,145,30,180,1,1,1
1551,ccs-in,forceps inferior,forceps inferior,ccs-in,DHBA:266441579,#F2F1F0,1787,60,180,75,1,1,1
1552,ccrd,radiations of corpus callosum,radiations of corpus callosum,ccrd,DHBA:12026,#F2F1F0,1788,128,128,0,1,1,1
1553,tap,tapetum of corpus callosum,tapetum of corpus callosum,tap,DHBA:12027,#F2F1F0,1789,230,25,75,1,1,1
1554,cmic,commissure of inferior colliculus,commissure of inferior colliculus,cmic,DHBA:12333,#F2F1F0,1790,0,0,128,1,1,1
1555,cmsc,commissure of superior colliculus,,,DHBA:AA30487,,2323,210,245,60,1,1,1
1556,xml,decussation of medial lemniscus,decussation of medial lemniscus,xml,DHBA:12732,#F2F1F0,466,213,132,174,1,1,1
1557,xrsp,decussation of rubrospinal tract,decussation of  rubrospinal tract,xrsp,DHBA:12336,#F2F1F0,371,162,149,196,1,1,1
1558,xscp,decussation of superior cerebellar peduncle,decussation of superior cerebellar peduncle,xscp,DHBA:12337,#F2F1F0,372,58,135,252,1,1,1
1559,x4,decussation of trochlear nerve fibers,decussation of trochlear nerve fibers,x4,DHBA:12338,#F2F1F0,1791,240,50,230,1,1,1
1560,hac,habenular commissure,habenular commissure,hac,DHBA:10566,#F2F1F0,224,191,80,132,1,1,1
1561,hic,hippocampal commissure,hippocampal commissure,hic,DHBA:10560,#F2F1F0,225,195,29,241,1,1,1
1562,dhic,dorsal hippocampal commissure,dorsal hippocampal commissure,dhic,DHBA:12022,#F2F1F0,1792,255,250,200,1,1,1
1563,vhic,ventral hippocampal commissure,ventral hippocampal commissure,vhic,DHBA:12023,#F2F1F0,1793,60,180,75,1,1,1
1564,ox,optic chiasm,optic chiasm,ox,DHBA:10644,#F2F1F0,1794,210,245,60,1,1,1
1565,poc,posterior commissure,posterior commissure,poc,DHBA:10567,#F2F1F0,476,210,245,60,1,1,1
1566,xpy,pyramidal decussation,pyramidal decussation,xpy,DHBA:12772,#F2F1F0,1795,128,128,128,1,1,1
1567,smc,supramammillary commissure,supramamillary commissure,smc,DHBA:12028,#F2F1F0,1796,128,0,0,1,1,1
1568,sox,supraoptic decussation,supraoptic dicussation,sox,DHBA:13216,#F2F1F0,379,250,190,212,1,1,1
1569,xvtg,ventral tegmental decussation,ventral tegmental decussation,xvtg,DHBA:12366,#F2F1F0,1797,0,128,128,1,1,1
1570,wmas,association white matter bundles (supracallosal white matter),,,DHBA:AA30488,,1798,255,215,180,1,1,1
1571,lwb,larger white matter bundles,,,DHBA:AA30489,,232,0,128,128,1,1,1
1572,FWM,forebrain white matter,white matter of forebrain,FWM,DHBA:10557,#F2F1F0,220,207,221,226,1,1,1
1573,agb,angular bundle,angular bundle,agb,DHBA:266441587,#F2F1F0,1830,245,130,48,1,1,1
1574,alv,alveus,alveus,alv,DHBA:10570,#F2F1F0,1829,230,25,75,1,1,1
1575,bx,bundle X,bundle X,bx,DHBA:15538,#F2F1F0,1837,245,130,48,1,1,1
1576,cb,cingulum bundle,cingulum bundle,cb,DHBA:10572,#F2F1F0,1800,250,190,212,1,1,1
1577,cb-cx,cingulum bundle in cingulate cortex,cingulum bundle in cingulate cortex,cb-cx,DHBA:15539,#F2F1F0,234,0,0,128,1,1,1
1578,cb-tx,cingulum bundle in temporal cortex,cingulum bundle in temporal cortex,cb-tx,DHBA:15540,#F2F1F0,235,0,0,128,1,1,1
1579,dib,diagonal band,diagonal band,dib,DHBA:12034,#F2F1F0,1856,210,245,60,1,1,1
1580,extC,external capsule,external capsule,extC,DHBA:10573,#F2F1F0,1861,145,30,180,1,1,1
1581,emlgp,external medullary lamina of globus pallidus,external medullary lamina of globus pallidus,emlgp,DHBA:12037,#F2F1F0,467,255,225,25,1,1,1
1582,fr,fasciculus retroflexus (habenuno-interpeduncular tract),fasciculus retroflexus (habenuno-interpeduncular tract),fr,DHBA:12342,#F2F1F0,236,240,50,230,1,1,1
1583,fim,fimbria,fimbria,fim,DHBA:10575,#F2F1F0,237,245,130,48,1,1,1
1584,fx,fornix,fornix,fx,DHBA:10576,#F2F1F0,239,255,250,200,1,1,1
1585,fx-co,column of the fornix,column of the fornix,fx-co,DHBA:10577,#F2F1F0,240,0,128,128,1,1,1
1586,fx-cor,"column of the fornix, rostral portion","column of the fornix, rostral portion",fxc-r,DHBA:266441599,#F2F1F0,1801,220,190,255,1,1,1
1587,fx-coc,"column of the fornix, caudal portion","column of the fornix, caudal portion",fxc-c,DHBA:266441603,#F2F1F0,1802,70,240,240,1,1,1
1588,fx-bo,body of the fornix,body of the fornix,fx-b,DHBA:10578,#F2F1F0,1803,0,128,128,1,1,1
1589,fx-cr,crus of the fornix,crus of the fornix,fx-cr,DHBA:10579,#F2F1F0,1804,170,110,40,1,1,1
1590,ic,internal capsule,internal capsule,ic,DHBA:10581,#F2F1F0,1805,255,215,180,1,1,1
1591,ic-r,rostral limb of internal capsule,anterior limb of internal capsule,aic,DHBA:10582,#F2F1F0,241,70,240,240,1,1,1
1592,ic-g,genu of internal capsule,genu of internal capsule,gic,DHBA:10583,#F2F1F0,1806,210,245,60,1,1,1
1593,ic-c,caudal limb of internal capsule,posterior limb of internal capsule,pic,DHBA:10584,#F2F1F0,1807,128,128,0,1,1,1
1594,lthp,lenticulothalamic portion,lenticulothalamic portion,lthp,DHBA:12046,#F2F1F0,1808,0,130,200,1,1,1
1595,csp,corticospinal fibers,corticospinal fibers,csp,DHBA:12047,#F2F1F0,1809,0,0,128,1,1,1
1596,csp,corticospinal tract,corticospinal fibers,csp,DHBA:12047,#F2F1F0,1809,0,0,128,1,1,1
1597,fpn,frontopontine fibers,frontopontine fibers,fpn,DHBA:12048,#F2F1F0,1810,170,255,195,1,1,1
1598,fpn,frontal pontine fibers,frontopontine fibers,fpn,DHBA:12048,#F2F1F0,1810,170,255,195,1,1,1
1599,sthr,superior thalamic radiation,superior thalamic radiation,sthr,DHBA:12049,#F2F1F0,1811,0,0,128,1,1,1
1600,cte,corticotectal fibers,corticotectal fibers,cte,DHBA:12050,#F2F1F0,242,255,215,180,1,1,1
1601,cru,corticorubral fibers,corticorubral fibers,cru,DHBA:12051,#F2F1F0,1812,70,240,240,1,1,1
1602,relp,retrolenticular portion,retrolenticular portion,relp,DHBA:12052,#F2F1F0,1813,128,0,0,1,1,1
1603,pthr,posterior thalamic radiation,posterior thalamic radiation,pthr,DHBA:12053,#F2F1F0,477,255,215,180,1,1,1
1604,or-ic,capsular part of optic radiation (geniculocalcarine tract),optic radiation (geniculocalcarine tract),or-rl,DHBA:12054,#F2F1F0,1814,255,215,180,1,1,1
1605,or-lp,Meyer's loop of optic radiation ,Meyer's loop of optic radiation ,or-lp,DHBA:266441617,#F2F1F0,1815,170,110,40,1,1,1
1606,ppn,parietopontine fibers,parietopontine fibers,ppn,DHBA:12055,#F2F1F0,1816,255,250,200,1,1,1
1607,opn,occipitopontine fibers,occipitopontine fibers,opn,DHBA:12056,#F2F1F0,250,245,130,48,1,1,1
1608,oco,occipitocollicular fibers,occipitocollicular fibers,oco,DHBA:12057,#F2F1F0,251,250,190,212,1,1,1
1609,sulp,sublenticular portion,sublenticular portion,sulp,DHBA:12058,#F2F1F0,252,128,128,128,1,1,1
1610,ar-ic,auditory radiation in internal capsule,auditory radiation,ar-sl,DHBA:12060,#F2F1F0,374,245,130,48,1,1,1
1611,tepn,temporopontine fibers,temporopontine fibers,tepn,DHBA:12061,#F2F1F0,244,230,25,75,1,1,1
1612,imlgp,internal medullary lamina of globus pallidus,internal medullary lamina of globus pallidus,imlgp,DHBA:12062,#F2F1F0,1873,0,130,200,1,1,1
1613,lf,lenticular fasciculus,lenticular fasciculus,lf,DHBA:10585,#F2F1F0,1884,0,130,200,1,1,1
