graph_order,uDHBA_id,uDHBA_acronym,uDHBA_name,DHBA_name,DHBA_acronym,DHBA_id,uDHBA_label_value,r,g,b,hierarchy and full names,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1130,DHBA:12846,CH7a1,lobule VIIA/crus I (superior semilunar lobule),lobule VIIA/crus I (superior semilunar lobule),CH7a1,12846,1439,170,255,195,,,,,,,,,,,,,,lobule VIIA/crus I (superior semilunar lobule),,,,
1131,DHBA:12847,CH7a2,lobule VIIA/crus II (inferior semilunar lobule),lobule VIIA/crus II (inferior semilunar lobule),CH7a2,12847,1440,230,25,75,,,,,,,,,,,,,,lobule VIIA/crus II (inferior semilunar lobule),,,,
1132,DHBA:AA30415,CH7b,lobule VIIB (gracile lobule),,,,1441,128,0,0,,,,,,,,,,,,,lobule VIIB (gracile lobule),,,,,
1133,DHBA:AA30416,CH8,Lobule VIII (biventral lobule),,,,1442,145,30,180,,,,,,,,,,,,Lobule VIII (biventral lobule),,,,,,
1134,DHBA:AA30417,CH8a,"lobule VIIIA (biventral lobule, part 1, paramedian lobule)",,,,1443,0,128,128,,,,,,,,,,,,,"lobule VIIIA (biventral lobule, part 1, paramedian lobule)",,,,,
1135,DHBA:AA30418,CH8b,"lobule VIIIB (biventral lobule, part 2, copula pyramis)",,,,1444,0,128,128,,,,,,,,,,,,,"lobule VIIIB (biventral lobule, part 2, copula pyramis)",,,,,
1136,DHBA:AA30419,CH9,lobule IX (tonsil-paraflocculus),,,,1445,255,225,25,,,,,,,,,,,,lobule IX (tonsil-paraflocculus),,,,,,
1137,DHBA:AA30420,CH9a,lobule IX (tonsil),,,,1446,250,190,212,,,,,,,,,,,,,lobule IX (tonsil),,,,,
1138,DHBA:AA30421,CH9b,lobule IX (paraflocculus),,,,1447,255,215,180,,,,,,,,,,,,,lobule IX (paraflocculus),,,,,
1139,DHBA:12852,FNCb,flocculonodular lobe of cerebellar cortex,flocculonodular lobe,FNCb,12852,1448,255,225,25,,,,,,,,,,flocculonodular lobe of cerebellar cortex,,,,,,,,
1140,DHBA:AA30422,CV10,"flocculonodular lobe, vermis part (lobule X-nodulus)",,,,1449,0,128,128,,,,,,,,,,,"flocculonodular lobe, vermis part (lobule X-nodulus)",,,,,,,
1141,DHBA:AA30423,CH10,"flocculonodular lobe, flocculus part",,,,1450,60,180,75,,,,,,,,,,,"flocculonodular lobe, flocculus part",,,,,,,
1142,DHBA:AA30424,CH10a,lobule X (flocculus),,,,1451,220,190,255,,,,,,,,,,,,lobule X (flocculus),,,,,,
1143,DHBA:AA30425,CH10b,Lobule X (accessory paraflocculus),,,,1452,60,180,75,,,,,,,,,,,,Lobule X (accessory paraflocculus),,,,,,
1144,DHBA:AA30426,CbL,layers of cerebellar cortex,,,,1453,255,225,25,,,,,,,,,layers of cerebellar cortex,,,,,,,,,
1145,DHBA:AA30427,CbL1,molecular layer of cerebellar cortex,,,,1454,70,240,240,,,,,,,,,,molecular layer of cerebellar cortex,,,,,,,,
1146,DHBA:AA30428,CbL2,Purkinje cell layer of cerebellar cortex,,,,1455,210,245,60,,,,,,,,,,Purkinje cell layer of cerebellar cortex,,,,,,,,
1147,DHBA:AA30429,CbL3,granular cell layer of cerebellar cortex,,,,1456,240,50,230,,,,,,,,,,granular cell layer of cerebellar cortex,,,,,,,,
1148,DHBA:10660,CbDN,cerebellar deep nuclei,cerebellar deep nuclei,CbDN,10660,395,205,152,30,,,,,,,,cerebellar deep nuclei,,,,,,,,,,
1149,DHBA:12396,DT,dentate (lateral) nucleus,dentate (lateral) nucleus,DT,12396,396,208,76,181,,,,,,,,,dentate (lateral) nucleus,,,,,,,,,
1150,DHBA:12397,DTlv,"dentate nucleus, lateroventral part","dentate nucleus, lateroventral part",DTlv,12397,1457,255,225,25,,,,,,,,,,"dentate nucleus, lateroventral part",,,,,,,,
1151,DHBA:12398,DTmd,"dentate nucleus, mediodorsal part","dentate nucleus, mediodorsal part",DTmd,12398,1458,230,25,75,,,,,,,,,,"dentate nucleus, mediodorsal part",,,,,,,,
1152,DHBA:12399,InP,interpositus (intermediate) nucleus,interpositus (intermediate) nucleus,InP,12399,397,187,61,118,,,,,,,,,interpositus (intermediate) nucleus,,,,,,,,,
1153,DHBA:12400,InPm,medial interpositus (globose) nucleus,medial interpositus (globose) nucleus,InPM,12400,1459,245,130,48,,,,,,,,,,medial interpositus (globose) nucleus,,,,,,,,
1154,DHBA:12401,InPl,lateral interpositus (emboliform) nucleus,lateral interpositus (emboliform) nucleus,InPL,12401,1460,255,250,200,,,,,,,,,,lateral interpositus (emboliform) nucleus,,,,,,,,
1155,DHBA:12402,FAS,fastigial (medial) nucleus,fastigial (medial) nucleus,Fas,12402,398,60,180,75,,,,,,,,,fastigial (medial) nucleus,,,,,,,,,
1156,DHBA:12404,FASm,"fastigial nucleus, medial part","fastigial nucleus, medial part",FasM,12404,1461,210,245,60,,,,,,,,,,"fastigial nucleus, medial part",,,,,,,,
1157,DHBA:12403,FASl,"fastigial nucleus, lateral part","fastigial nucleus, lateral part",FasL,12403,1462,0,130,200,,,,,,,,,,"fastigial nucleus, lateral part",,,,,,,,
1158,DHBA:267499207,BIcb,basal interstitial nucleus of cerebellum,basal interstitial nucleus of cerebellum,BIcb,267499207,1463,240,50,230,,,,,,,,,basal interstitial nucleus of cerebellum,,,,,,,,,
1159,DHBA:10661,Pn,pons,pons,Pn,10661,399,29,0,139,,,,,,,pons,,,,,,,,,,,
1160,DHBA:12405,PnBa,basilar part of pons,basilar part of pons,PnBa,12405,400,227,145,164,,,,,,,,basilar part of pons,,,,,,,,,,
1161,DHBA:12406,PN,pontine nucleus,pontine nucleus,PN,12406,401,210,192,155,,,,,,,,,pontine nucleus,,,,,,,,,
1162,DHBA:12407,PNd,dorsal part of pontine nucleus,dorsal nucleus,PNd,12407,1465,128,0,0,,,,,,,,,,dorsal part of pontine nucleus,,,,,,,,
1163,DHBA:12408,PNdl,dorsolateral part of pontine nucleus,dorsolateral nucleus,PNdl,12408,1466,0,0,128,,,,,,,,,,dorsolateral part of pontine nucleus,,,,,,,,
1164,DHBA:12409,PNdm,dorsomedial part of pontine nucleus,dorsomedial nucleus,PNdm,12409,1467,128,128,128,,,,,,,,,,dorsomedial part of pontine nucleus,,,,,,,,
1165,DHBA:12410,PNl,lateral part of pontine nucleus,lateral nucleus,PNl,12410,1468,128,0,0,,,,,,,,,,lateral part of pontine nucleus,,,,,,,,
1166,DHBA:12411,PNm,median part of pontine nucleus,median nucleus,PNm,12411,1469,220,190,255,,,,,,,,,,median part of pontine nucleus,,,,,,,,
1167,DHBA:12412,PNpa,paramedian part of pontine nucleus,paramedian nucleus,PNpar,12412,1470,0,0,128,,,,,,,,,,paramedian part of pontine nucleus,,,,,,,,
1168,DHBA:12413,PNpd,peduncular part of pontine nucleus,peduncular nucleus,PNped,12413,1471,0,128,128,,,,,,,,,,peduncular part of pontine nucleus,,,,,,,,
1169,DHBA:12416,PnTg,pontine tegmentum,pontine tegmentum,PnTg,12416,402,77,55,166,,,,,,,,pontine tegmentum,,,,,,,,,,
1170,DHBA:146034964,PnCG,central gray region of pons,central gray of pons,PnCG,146034964,1472,245,130,48,,,,,,,,,central gray region of pons,,,,,,,,,
1171,DHBA:12508,DTg,dorsal tegmental nucleus,dorsal tegmental nucleus,DTg,12508,1473,210,245,60,,,,,,,,,,dorsal tegmental nucleus,,,,,,,,
1172,DHBA:12509,DTgC,"dorsal tegmental nucleus, central part","dorsal tegmental nucleus, central part",DTgC,12509,1474,70,240,240,,,,,,,,,,,"dorsal tegmental nucleus, central part",,,,,,,
1173,DHBA:12510,DTgP,"dorsal tegmental nucleus, pericentral part","dorsal tegmental nucleus, pericentral part",DTgP,12510,1475,230,25,75,,,,,,,,,,,"dorsal tegmental nucleus, pericentral part",,,,,,,
1174,DHBA:12286,PDTg,posterodorsal tegmental nucleus,posterodorsal tegmental nucleus,PDTg,12286,1476,255,250,200,,,,,,,,,,,posterodorsal tegmental nucleus,,,,,,,
1175,DHBA:12519,LDTg,laterodorsal tegmental nucleus,laterodorsal tegmental nucleus,LDTg,12519,1477,60,180,75,,,,,,,,,,laterodorsal tegmental nucleus,,,,,,,,
1176,DHBA:12520,LDTgD,dorsal part of laterodorsal tegmental nucleus,"laterodorsal tegmental nucleus, dorsal part",LDTgD,12520,1478,0,0,128,,,,,,,,,,,dorsal part of laterodorsal tegmental nucleus,,,,,,,
1177,DHBA:12521,LDTgV,ventral part of laterodorsal tegmental nucleus,"laterodorsal tegmental nucleus, ventral part",LDTgV,12521,1479,128,128,0,,,,,,,,,,,ventral part of laterodorsal tegmental nucleus,,,,,,,
1178,DHBA:12506,Bar,Barrington's nucleus,Barrington's nucleus,Bar,12506,1481,255,250,200,,,,,,,,,,Barrington's nucleus,,,,,,,,
1179,DHBA:AA30431,SPN,sphenoid nucleus,,,,1482,250,190,212,,,,,,,,,,sphenoid nucleus,,,,,,,,
1180,DHBA:146034972,NI,nucleus incertus,nucleus incertus,NI,146034972,1483,170,110,40,,,,,,,,,,nucleus incertus,,,,,,,,
1181,DHBA:AA30432,NIM,medial part of nucleus incertus,,,,1484,170,255,195,,,,,,,,,,,medial part of nucleus incertus,,,,,,,
1182,DHBA:AA30433,NIL,lateral part of nucleus incertus,,,,1485,0,0,128,,,,,,,,,,,lateral part of nucleus incertus,,,,,,,
1183,DHBA:146034968,PnE,ependyma and subependymal layers of pons,ependyma and subependymal layers of pons,PnE,146034968,1486,70,240,240,,,,,,,,,,ependyma and subependymal layers of pons,,,,,,,,
1184,DHBA:146034964,PeG,periventricular gray of pons,central gray of pons,PnCG,146034964,1487,170,255,195,,,,,,,,,,periventricular gray of pons,,,,,,,,
1185,DHBA:12499,NC,nucleus coeruleus (locus coeruleus),nucleus coeruleus,NC,12499,431,58,106,250,,,,,,,,,,nucleus coeruleus (locus coeruleus),,,,,,,,
1186,DHBA:12512,EpC,epicoeruleus nucleus,epicoeruleus nucleus,EpC,12512,1488,128,0,0,,,,,,,,,,epicoeruleus nucleus,,,,,,,,
1187,DHBA:12443,Me5pn,"mesencephalic nucleus of trigeminal nerve, pontine part","mesencephalic nucleus of trigeminal nerve, pontine part",Me5-p,12443,412,255,250,200,,,,,,,,,,"mesencephalic nucleus of trigeminal nerve, pontine part",,,,,,,,
1188,DHBA:12417,PnEN,efferent nuclei of cranial nerves in pons,efferent nuclei of cranial nerves in pons,PnEN,12417,403,72,47,47,,,,,,,,,efferent nuclei of cranial nerves in pons,,,,,,,,,
1189,DHBA:12418,6N,abducens nucleus,abducens nucleus,6N,12418,404,89,140,56,,,,,,,,,,abducens nucleus,,,,,,,,
1190,DHBA:12662,SGe,supragenual nucleus,supragenual nucleus,SGe,12662,1489,128,128,0,,,,,,,,,,supragenual nucleus,,,,,,,,
1191,DHBA:12420,7N,facial nucleus,facial nucleus,7N,12420,406,75,248,204,,,,,,,,,,facial nucleus,,,,,,,,
1192,DHBA:12421,7D,"facial nucleus, dorsal subnucleus","facial nucleus, dorsal subnucleus",7D,12421,1490,220,190,255,,,,,,,,,,,"facial nucleus, dorsal subnucleus",,,,,,,
1193,DHBA:AA30434,7DI,"facial nucleus, dorsointermediate subnucleus",,,,1491,145,30,180,,,,,,,,,,,"facial nucleus, dorsointermediate subnucleus",,,,,,,
1194,DHBA:AA30435,7DM,"facial nucleus, dorsomedial subnucleus",,,,1492,128,128,128,,,,,,,,,,,"facial nucleus, dorsomedial subnucleus",,,,,,,
1195,DHBA:AA30436,7I,"facial nucleus, intermediate subnucleus",,,,1493,220,190,255,,,,,,,,,,,"facial nucleus, intermediate subnucleus",,,,,,,
1196,DHBA:AA30437,7L,"facial nucleus, lateral subnucleus",,,,1494,70,240,240,,,,,,,,,,,"facial nucleus, lateral subnucleus",,,,,,,
1197,DHBA:12422,7VI,"facial nucleus, ventrointermediate subnucleus","facial nucleus, ventrointermediate subnucleus",7VI,12422,1495,170,110,40,,,,,,,,,,,"facial nucleus, ventrointermediate subnucleus",,,,,,,
1198,DHBA:12424,7VM,"facial nucleus, ventromedial subnucleus","facial nucleus, ventromedial subnucleus",7VM,12424,1496,0,128,128,,,,,,,,,,,"facial nucleus, ventromedial subnucleus",,,,,,,
1199,DHBA:15554,7SH,"facial nucleus,stylohyoid part","facial nucleus,stylohyoid part",7SH,15554,1497,255,215,180,,,,,,,,,,,"facial nucleus,stylohyoid part",,,,,,,
1200,DHBA:12427,7VL,"facial nucleus, ventrolateral subnucleus","facial nucleus, ventrolateral subnucleus",7VL,12427,1498,170,110,40,,,,,,,,,,,"facial nucleus, ventrolateral subnucleus",,,,,,,
1201,DHBA:12425,PF7,perifacial zone,perifacial zone,PF7,12425,1499,255,250,200,,,,,,,,,,,perifacial zone,,,,,,,
1202,DHBA:12428,Lac,lacrimal nucleus,lacrimal nucleus,Lac,12428,407,175,82,232,,,,,,,,,,lacrimal nucleus,,,,,,,,
1203,DHBA:12435,SSV,superior salivatory nucleus,superior salivatory nucleus,SuSV,12435,409,60,180,75,,,,,,,,,,superior salivatory nucleus,,,,,,,,
1204,DHBA:12706,PnLC,lateral cell groups of pons,lateral cell column of pons,LCCP,12706,1500,210,245,60,,,,,,,,,lateral cell groups of pons,,,,,,,,,
1205,DHBA:12429,5N,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",motor nucleus of trigeminal nerve,Mo5,12429,408,255,250,200,,,,,,,,,,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",,,,,,,,
1206,DHBA:12430,5Npt,"motor nucleus of trigeminal nerve, pterygoid part","motor nucleus of trigeminal nerve, lateral pterygoid part",Mo5lpt,12430,1501,255,215,180,,,,,,,,,,,"motor nucleus of trigeminal nerve, pterygoid part",,,,,,,
1207,DHBA:12431,5Nma,"motor nucleus of trigeminal nerve, masseter part","motor nucleus of trigeminal nerve, masseter part",Mo5ma,12431,1502,128,128,0,,,,,,,,,,,"motor nucleus of trigeminal nerve, masseter part",,,,,,,
1208,DHBA:12432,5Npc,"motor nucleus of trigeminal nerve, parvicellular part","motor nucleus of trigeminal nerve, medial pterygoid part",Mo5mpt,12432,1503,240,50,230,,,,,,,,,,,"motor nucleus of trigeminal nerve, parvicellular part",,,,,,,
1209,DHBA:12433,5Nmy,"motor nucleus of trigeminal nerve, mylohyoid part","motor nucleus of trigeminal nerve, mylohyoid part",Mo5my,12433,1504,255,225,25,,,,,,,,,,,"motor nucleus of trigeminal nerve, mylohyoid part",,,,,,,
1210,DHBA:12434,5Nte,"motor nucleus of trigeminal nerve, temporalis part","motor nucleus of trigeminal nerve, temporalis part",Mo5te,12434,1505,128,128,128,,,,,,,,,,,"motor nucleus of trigeminal nerve, temporalis part",,,,,,,
1211,DHBA:AA30438,5Nrd,"motor nucleus of trigeminal nerve, rostral digastric part",,,,1506,255,215,180,,,,,,,,,,,"motor nucleus of trigeminal nerve, rostral digastric part",,,,,,,
1212,DHBA:12436,PnAN,afferent nuclei of cranial nerves in pons,afferent nuclei of cranial nerves in pons,PnAN,12436,410,126,129,233,,,,,,,,,,afferent nuclei of cranial nerves in pons,,,,,,,,
1213,DHBA:12437,8Co,cochlear nuclei,cochlear nuclei,8Co,12437,411,51,235,47,,,,,,,,,,,cochlear nuclei,,,,,,,
1214,DHBA:12438,DCo,dorsal cochlear nucleus,dorsal cochlear nucleus,DCo,12438,1507,250,190,212,,,,,,,,,,,,dorsal cochlear nucleus,,,,,,
1215,DHBA:12442,GrCo,granular cell layer of cochlear nuclei,granular cell layer of cochlear nuclei,GrCo,12442,1508,70,240,240,,,,,,,,,,,,granular cell layer of cochlear nuclei,,,,,,
1216,DHBA:12439,VCo,ventral cochlear nucleus,ventral cochlear nucleus,VCo,12439,1509,70,240,240,,,,,,,,,,,,ventral cochlear nucleus,,,,,,
1217,DHBA:12440,VCoR,"ventral cochlear nucleus, rostral part","ventral cochlear nucleus, rostral part",VCoR,12440,1510,210,245,60,,,,,,,,,,,,,"ventral cochlear nucleus, rostral part",,,,,
1218,DHBA:12441,VCoC,"ventral cochlear nucleus, caudal part","ventral cochlear nucleus, caudal part",VCoC,12441,1511,145,30,180,,,,,,,,,,,,,"ventral cochlear nucleus, caudal part",,,,,
1219,DHBA:12444,Pr5,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve,Pr5,12444,413,153,215,10,,,,,,,,,,,principal sensory nucleus of trigeminal nerve,,,,,,,
1220,DHBA:12445,Pr5dm,dorsomedial nucleus of Pr5,dorsomedial nucleus of Pr5,Pr5dm,12445,1512,0,128,128,,,,,,,,,,,,dorsomedial nucleus of Pr5,,,,,,
1221,DHBA:12446,Pr5vl,ventrolateral nucleus of Pr5,ventrolateral nucleus of Pr5,Pr5vl,12446,1513,170,255,195,,,,,,,,,,,,ventrolateral nucleus of Pr5,,,,,,
1222,DHBA:12447,Sp5r,"spinal nucleus of trigeminal nerve, rostral subnucleus","spinal nucleus of trigeminal nerve, oral subnucleus",Sp5o,12447,414,245,130,48,,,,,,,,,,,"spinal nucleus of trigeminal nerve, rostral subnucleus",,,,,,,
1223,DHBA:12448,8VNpn,vestibular nuclei in pons,vestibular nuclei in pons,8Ve-p,12448,415,255,225,25,,,,,,,,,,,vestibular nuclei in pons,,,,,,,
1224,DHBA:12449,LaVN,lateral vestibular nucleus,lateral vestibular nucleus,LVe,12449,1514,240,50,230,,,,,,,,,,,,lateral vestibular nucleus,,,,,,
1225,DHBA:12450,LVNmc,"lateral vestibular nucleus, magnocellular part","lateral vestibular nucleus, magnocellular part",LVeMC,12450,1515,220,190,255,,,,,,,,,,,,,"lateral vestibular nucleus, magnocellular part",,,,,
1226,DHBA:12451,LVNpc,"lateral vestibular nucleus, parvicellular part","lateral vestibular nucleus, parvicellular part",LVePC,12451,1516,220,190,255,,,,,,,,,,,,,"lateral vestibular nucleus, parvicellular part",,,,,
1227,DHBA:12452,SuVN,superior vestibular nucleus,superior vestibular nucleus,SuVe,12452,1517,170,110,40,,,,,,,,,,,,superior vestibular nucleus,,,,,,
1228,DHBA:12454,NLL,nuclei of lateral lemniscus,nuclei of lateral lemniscus,LLN,12454,418,128,0,0,,,,,,,,,,,nuclei of lateral lemniscus,,,,,,,
1229,DHBA:12455,DLL,dorsal nucleus of lateral lemniscus,dorsal nucleus of lateral lemniscus,DLL,12455,1518,220,190,255,,,,,,,,,,,,dorsal nucleus of lateral lemniscus,,,,,,
1230,DHBA:12456,ILL,intermediate nucleus of lateral lemniscus,intermediate nucleus of lateral lemniscus,ILL,12456,1519,220,190,255,,,,,,,,,,,,intermediate nucleus of lateral lemniscus,,,,,,
1231,DHBA:12457,VLL,ventral nucleus of lateral lemniscus,ventral nucleus of lateral lemniscus,VLL,12457,1520,245,130,48,,,,,,,,,,,,ventral nucleus of lateral lemniscus,,,,,,
1232,DHBA:12481,PB,parabrachial nuclei,parabrachial nuclei,PB,12481,424,152,18,66,,,,,,,,,,parabrachial nuclei,,,,,,,,
1233,DHBA:12482,LPB,lateral parabrachial nucleus,lateral parabrachial nucleus,LPB,12482,425,246,186,215,,,,,,,,,,,lateral parabrachial nucleus,,,,,,,
1234,DHBA:12483,LPBce,"lateral parabrachial nucleus, central part","lateral parabrachial nucleus, central part",LPBc,12483,1522,245,130,48,,,,,,,,,,,,"lateral parabrachial nucleus, central part",,,,,,
1235,DHBA:12484,LPBd,"lateral parabrachial nucleus, dorsal part","lateral parabrachial nucleus, dorsal part",LPBd,12484,1523,170,110,40,,,,,,,,,,,,"lateral parabrachial nucleus, dorsal part",,,,,,
1236,DHBA:12485,LPBe,"lateral parabrachial nucleus, external part","lateral parabrachial nucleus, external part",LPBe,12485,1524,0,128,128,,,,,,,,,,,,"lateral parabrachial nucleus, external part",,,,,,
1237,DHBA:12486,LPBs,"lateral parabrachial nucleus, superior part","lateral parabrachial nucleus, superior part",LPBs,12486,1525,145,30,180,,,,,,,,,,,,"lateral parabrachial nucleus, superior part",,,,,,
1238,DHBA:12487,MPB,medial parabrachial nucleus,medial parabrachial nucleus,MPB,12487,426,70,215,186,,,,,,,,,,,medial parabrachial nucleus,,,,,,,
1239,DHBA:12488,MPBe,"medial parabrachial nucleus, external part","medial parabrachial nucleus, external part",MPBe,12488,1526,245,130,48,,,,,,,,,,,,"medial parabrachial nucleus, external part",,,,,,
1240,DHBA:12489,MPBm,"medial parabrachial nucleus, medial part","medial parabrachial nucleus, medial part",MPBm,12489,1527,145,30,180,,,,,,,,,,,,"medial parabrachial nucleus, medial part",,,,,,
1241,DHBA:AA30439,PnLCx,other nuclei in lateral cell groups of pons,,,,1528,250,190,212,,,,,,,,,,other nuclei in lateral cell groups of pons,,,,,,,,
1242,DHBA:12513,PnG,pontine gamma nucleus,pontine gamma nucleus,PnG,12513,1529,0,0,128,,,,,,,,,,,pontine gamma nucleus,,,,,,,
1243,DHBA:12518,KF,Koelliker-Fuse nucleus,Koelliker-Fuse nucleus,KF,12518,1530,170,255,195,,,,,,,,,,,Koelliker-Fuse nucleus,,,,,,,
1244,DHBA:12516,I5,intertrigeminal nucleus,intertrigeminal nucleus,I5,12516,1531,220,190,255,,,,,,,,,,,intertrigeminal nucleus,,,,,,,
1245,DHBA:12529,P5,peritrigeminal zone,peritrigeminal zone,P5,12529,1532,0,0,128,,,,,,,,,,,peritrigeminal zone,,,,,,,
1246,DHBA:AA30440,Su5,supratrigeminal nucleus,,,,1533,245,130,48,,,,,,,,,,,supratrigeminal nucleus,,,,,,,
1247,DHBA:10220,NA7,A7 noradrenaline cell group,caudal division of SPC (area 7),A7,10220,1534,230,25,75,,,,,,,,,,,A7 noradrenaline cell group,,,,,,,
1248,DHBA:12524,Pa6,paraabducens nucleus,paraabducens nucleus,Pa6,12524,1535,250,190,212,,,,,,,,,,,paraabducens nucleus,,,,,,,
1249,DHBA:AA30441,PnVe,ventral cell groups in pontine tegmentum,,,,1536,230,25,75,,,,,,,,,ventral cell groups in pontine tegmentum,,,,,,,,,
1250,DHBA:12458,TrZ,nucleus of trapezoid body,nucleus of trapezoid body,TrZ,12458,419,93,4,18,,,,,,,,,,nucleus of trapezoid body,,,,,,,,
1251,DHBA:12459,TrZl,lateral nucleus of trapezoid body,lateral nucleus of trapezoid body,TrZl,12459,1537,0,130,200,,,,,,,,,,,lateral nucleus of trapezoid body,,,,,,,
1252,DHBA:12460,TrZm,medial nucleus of trapezoid body,medial nucleus of trapezoid body,TrZm,12460,1538,0,130,200,,,,,,,,,,,medial nucleus of trapezoid body,,,,,,,
1253,DHBA:12461,TrZv,ventral nucleus of trapezoid body,ventral nucleus of trapezoid body,TrZv,12461,1539,240,50,230,,,,,,,,,,,ventral nucleus of trapezoid body,,,,,,,
1254,DHBA:12462,SOC,superior olivary complex,superior olivary complex,SOC,12462,420,179,137,50,,,,,,,,,,superior olivary complex,,,,,,,,
1255,DHBA:12464,POI,periolivary nuclei,periolivary nuclei,POI,12464,1540,230,25,75,,,,,,,,,,,periolivary nuclei,,,,,,,
1256,DHBA:12465,LPOI,lateral periolivary nucleus,lateral periolivary nucleus,LPOI,12465,1541,145,30,180,,,,,,,,,,,,lateral periolivary nucleus,,,,,,
1257,DHBA:12466,MPOI,medial periolivary nucleus,medial periolivary nucleus,MPOI,12466,1542,0,0,128,,,,,,,,,,,,medial periolivary nucleus,,,,,,
1258,DHBA:12467,RO,retro-olivary cell group,retro-olivary cell group,RO,12467,1543,255,250,200,,,,,,,,,,,retro-olivary cell group,,,,,,,
1259,DHBA:12468,SON,superior olivary nucleus,superior olivary nucleus,SOI,12468,1238,170,255,195,,,,,,,,,,,superior olivary nucleus,,,,,,,
1260,DHBA:12469,LSO,lateral superior olivary nucleus,lateral superior olivary nucleus,LSO,12469,1545,170,255,195,,,,,,,,,,,,lateral superior olivary nucleus,,,,,,
1261,DHBA:12470,MSO,medial superior olivary nucleus,medial superior olive,MSO,12470,1546,170,110,40,,,,,,,,,,,,medial superior olivary nucleus,,,,,,
1262,DHBA:12463,SPO,superior paraolivary nucleus,superior paraolivary nucleus,SPO,12463,1547,240,50,230,,,,,,,,,,,superior paraolivary nucleus,,,,,,,
1263,DHBA:15561,DPO,dorsal periolivary nucleus,dorsal periolivary nucleus,DPO,15561,1548,145,30,180,,,,,,,,,,,dorsal periolivary nucleus,,,,,,,
1264,DHBA:266441709,PrO,preolivary nucleus,preolivary nucleus,PrO,266441709,421,134,144,37,,,,,,,,,,,preolivary nucleus,,,,,,,
1265,DHBA:12517,JxO,juxtaolivary nucleus,juxtaolivary nucleus,JxO,12517,1549,128,0,0,,,,,,,,,,,juxtaolivary nucleus,,,,,,,
